City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Itarema,BR,2021-08-06 20:21:04,-2.9248,-39.9167,81.55,68,25,18.54
282,Balmazujvaros,HU,2021-08-06 20:17:13,47.6167,21.35,64.58,60,33,5.84
283,Omboue,GA,2021-08-06 20:21:05,-1.5746,9.2618,75.07,83,58,9.6
284,Kholtoson,RU,2021-08-06 20:21:05,50.2981,103.3097,52.75,98,100,3.06
285,Gulu,UG,2021-08-06 20:21:05,2.7746,32.299,69.46,66,74,3.06
286,Lorengau,PG,2021-08-06 20:21:06,-2.0226,147.2712,80.96,82,100,12.73
287,Jaque,PA,2021-08-06 20:21:06,7.5175,-78.1703,80.1,84,100,6.22
288,Palizada,MX,2021-08-06 20:21:06,18.25,-92.0833,89.58,39,100,6.93
289,Hovd,MN,2021-08-06 20:21:06,48.0056,91.6419,57.38,67,95,1.41
290,Bud,US,2021-08-06 20:21:07,39.447,-86.1758,85.05,55,100,7.23
291,Zambezi,ZM,2021-08-06 20:21:07,-13.5432,23.1047,59.36,19,0,3.62
292,Chifeng,CN,2021-08-06 20:21:07,42.2683,118.9636,65.01,64,0,3.94
293,Okhotsk,RU,2021-08-06 20:21:08,59.3833,143.3,55.35,63,55,8.46
294,Les Cayes,HT,2021-08-06 20:21:08,18.2,-73.75,86.88,63,0,12.3
295,Haines Junction,CA,2021-08-06 20:21:08,60.7522,-137.5108,51.75,93,100,4.61
296,Coruripe,BR,2021-08-06 20:21:08,-10.1256,-36.1756,73.54,84,69,13.71
297,Uaua,BR,2021-08-06 20:21:09,-9.8414,-39.4817,75.63,59,99,19.64
298,Gazanjyk,TM,2021-08-06 20:21:09,39.2446,55.5154,93.33,15,0,7.4
299,Flagstaff,US,2021-08-06 20:18:22,35.1981,-111.6513,88.11,36,1,13.0
300,Aras,ES,2021-08-06 20:21:09,42.5617,-2.356,68.41,60,0,4.61
301,Ampanihy,MG,2021-08-06 20:17:12,-24.7,44.75,67.71,53,7,4.74
302,Killybegs,IE,2021-08-06 20:21:10,54.6333,-8.45,60.51,92,86,10.31
303,Tashtagol,RU,2021-08-06 20:21:10,52.7657,87.8894,56.44,98,100,3.29
304,Carnarvon,AU,2021-08-06 20:21:10,-24.8667,113.6333,62.67,59,90,4.61
305,Nioro,GM,2021-08-06 20:21:11,13.35,-15.75,79.56,77,97,9.6
306,Ostrovskoye,RU,2021-08-06 20:21:11,57.8057,42.2433,58.66,99,100,4.99
307,Minas,UY,2021-08-06 20:21:11,-34.3759,-55.2377,64.87,80,3,11.81
308,Fredericton,CA,2021-08-06 20:21:11,45.9454,-66.6656,85.37,59,40,1.99
309,Ilhabela,BR,2021-08-06 20:21:12,-23.7781,-45.3581,67.77,88,48,11.74
310,Tarakan,ID,2021-08-06 20:21:12,3.3,117.6333,80.26,81,100,1.81
311,Aktau,KZ,2021-08-06 20:21:12,43.65,51.2,81.18,40,0,11.41
312,Progreso,MX,2021-08-06 20:21:13,21.2833,-89.6667,97.11,67,49,15.12
313,Batagay-Alyta,RU,2021-08-06 20:21:13,67.8006,130.4114,46.09,72,2,3.33
314,Yulara,AU,2021-08-06 20:21:13,-25.2406,130.9889,40.84,56,0,6.91
315,Rawson,AR,2021-08-06 20:21:13,-43.3002,-65.1023,62.11,39,100,8.3
316,Vila Franca Do Campo,PT,2021-08-06 20:21:14,37.7167,-25.4333,73.81,76,37,12.3
317,Blagoyevo,RU,2021-08-06 20:21:14,63.3667,47.9167,52.88,66,92,3.0
318,Narsaq,GL,2021-08-06 20:21:14,60.9167,-46.05,59.22,51,1,4.29
319,Kudahuvadhoo,MV,2021-08-06 20:21:15,2.6708,72.8944,78.89,83,100,7.0
320,Srednekolymsk,RU,2021-08-06 20:21:15,67.45,153.6833,47.46,84,100,6.82
321,Jambi,ID,2021-08-06 20:21:15,-1.6,103.6167,75.09,95,100,2.46
322,Wadi Maliz,TN,2021-08-06 20:21:15,36.4681,8.5495,91.06,29,0,3.56
323,Canutama,BR,2021-08-06 20:21:16,-6.5339,-64.3831,99.93,20,0,2.06
324,Los Llanos De Aridane,ES,2021-08-06 20:21:16,28.6585,-17.9182,69.12,95,40,17.27
325,Polonnaruwa,LK,2021-08-06 20:21:16,7.9333,81.0,80.35,69,100,13.89
326,Kasongo,CD,2021-08-06 20:21:17,-4.45,26.6667,82.56,32,68,4.05
327,Yerbogachen,RU,2021-08-06 20:21:17,61.2767,108.0108,51.37,59,21,5.53
328,Barra Do Garcas,BR,2021-08-06 20:21:17,-15.89,-52.2567,90.18,27,0,6.91
329,Paita,PE,2021-08-06 20:21:17,-5.0892,-81.1144,75.76,69,0,19.75
330,Nelson Bay,AU,2021-08-06 20:21:18,-32.7167,152.15,48.99,94,0,14.43
331,Sakakah,SA,2021-08-06 20:21:18,29.9697,40.2064,92.77,13,17,6.85
332,Stokmarknes,NO,2021-08-06 20:21:18,68.5646,14.9108,60.49,74,73,1.74
333,Teguldet,RU,2021-08-06 20:21:16,57.3064,88.1667,58.84,96,95,2.15
334,Surt,LY,2021-08-06 20:21:19,31.2089,16.5887,85.39,59,0,8.7
335,Kahului,US,2021-08-06 20:21:19,20.8947,-156.47,85.26,74,40,19.57
336,Moron,AR,2021-08-06 20:21:19,-34.6534,-58.6198,73.09,69,7,4.0
337,Neuquen,AR,2021-08-06 20:20:21,-38.9516,-68.0591,66.09,39,0,9.22
338,Dilla,ET,2021-08-06 20:21:20,6.41,38.31,65.66,75,97,3.65
339,Athni,IN,2021-08-06 20:21:20,16.7333,75.0667,72.37,87,9,13.35
340,Dingle,PH,2021-08-06 20:21:20,10.9995,122.6711,76.95,90,63,7.36
341,Santa Fe,AR,2021-08-06 20:17:18,-31.6333,-60.7,77.76,42,0,4.0
342,Korla,CN,2021-08-06 20:21:21,41.7597,86.1469,82.02,29,100,7.99
343,Rypefjord,NO,2021-08-06 20:21:21,70.6333,23.6667,59.47,77,0,2.3
344,Sawakin,SD,2021-08-06 20:21:21,19.1059,37.3321,93.67,53,5,4.36
345,Machilipatnam,IN,2021-08-06 20:21:21,16.1667,81.1333,84.0,72,9,1.66
346,Colares,PT,2021-08-06 20:21:22,38.7992,-9.4469,70.29,70,20,5.99
347,Pangkalanbuun,ID,2021-08-06 20:21:22,-2.6833,111.6167,74.26,99,92,2.08
348,Topchikha,RU,2021-08-06 20:21:22,52.8192,83.1185,63.18,77,81,4.38
349,Muros,ES,2021-08-06 20:21:23,42.7762,-9.0603,65.08,87,100,8.7
350,Torbay,CA,2021-08-06 20:21:23,47.6666,-52.7314,81.88,73,20,25.32
351,Kaitangata,NZ,2021-08-06 20:21:23,-46.2817,169.8464,43.93,70,97,11.7
352,Anapskaya,RU,2021-08-06 20:21:23,44.89,37.38,73.63,88,0,0.0
353,Camacha,PT,2021-08-06 20:21:24,33.0833,-16.3333,70.56,83,40,13.8
354,Chernyshevskiy,RU,2021-08-06 20:21:24,63.0128,112.4714,46.18,75,2,5.53
355,Port-Gentil,GA,2021-08-06 20:21:24,-0.7193,8.7815,78.76,73,75,9.22
356,Tolstoy-Yurt,RU,2021-08-06 20:21:24,43.4444,45.7722,77.32,83,40,6.71
357,Port Elizabeth,ZA,2021-08-06 20:21:25,-33.918,25.5701,53.1,93,40,3.44
358,Presidencia Roque Saenz Pena,AR,2021-08-06 20:21:25,-26.7852,-60.4388,83.84,25,0,6.91
359,Fairbanks,US,2021-08-06 20:20:04,64.8378,-147.7164,65.1,88,90,1.99
360,Severnyy,RU,2021-08-06 20:21:25,50.677,36.5532,78.84,47,40,6.71
361,Port Lincoln,AU,2021-08-06 20:21:26,-34.7333,135.8667,54.54,75,100,4.72
362,Sakaiminato,JP,2021-08-06 20:21:26,35.55,133.2333,82.38,74,40,2.3
363,Le Vauclin,MQ,2021-08-06 20:21:26,14.5452,-60.8388,86.13,66,75,13.8
364,Esperance,AU,2021-08-06 20:21:27,-33.8667,121.9,53.65,54,0,17.2
365,Buraydah,SA,2021-08-06 20:21:27,26.326,43.975,91.85,12,93,5.73
366,Bathsheba,BB,2021-08-06 20:21:27,13.2167,-59.5167,86.61,66,40,14.97
367,Nouakchott,MR,2021-08-06 20:20:01,18.0858,-15.9785,80.53,82,54,14.45
368,Zhangye,CN,2021-08-06 20:21:28,38.9342,100.4517,75.09,29,96,5.91
369,Gornopravdinsk,RU,2021-08-06 20:21:28,60.05,69.9,59.9,81,39,3.49
370,Isla Mujeres,MX,2021-08-06 20:17:22,21.2311,-86.731,87.85,66,92,10.6
371,Sioux Lookout,CA,2021-08-06 20:21:28,50.1001,-91.917,62.98,63,75,3.44
372,Santa Marta,CO,2021-08-06 20:21:29,11.2408,-74.199,89.98,65,53,1.99
373,Alice Springs,AU,2021-08-06 20:17:25,-23.7,133.8833,33.35,64,0,0.0
374,Sibolga,ID,2021-08-06 20:21:29,1.7427,98.7792,76.73,85,80,2.71
375,Maridi,SS,2021-08-06 20:21:29,4.9158,29.4742,70.12,86,11,3.15
376,Asau,RO,2021-08-06 20:21:30,46.4333,26.4,67.28,72,22,5.91
377,Uribia,CO,2021-08-06 20:21:30,11.7139,-72.266,93.99,40,8,18.21
378,Jinchang,CN,2021-08-06 20:21:30,38.4953,102.1739,71.11,47,44,3.56
379,Redmond,US,2021-08-06 20:20:03,47.674,-122.1215,78.13,87,100,1.01
380,Bam,IR,2021-08-06 20:21:31,29.106,58.357,89.55,17,49,9.95
381,Warmbad,NA,2021-08-06 20:21:31,-28.45,18.7333,57.76,25,6,4.03
382,Mabaruma,GY,2021-08-06 20:21:31,8.2,-59.7833,80.6,81,75,4.99
383,Dudinka,RU,2021-08-06 20:21:31,69.4058,86.1778,62.35,43,45,1.74
384,Ambovombe,MG,2021-08-06 20:21:32,-25.1667,46.0833,66.15,75,0,4.5
385,Mildura,AU,2021-08-06 20:17:24,-34.2,142.15,50.07,100,90,3.44
386,Kamenka,RU,2021-08-06 20:21:32,51.3223,42.7678,71.78,40,16,12.39
387,Pemba,MZ,2021-08-06 20:21:32,-12.974,40.5178,75.9,78,40,4.61
388,Kidal,ML,2021-08-06 20:21:33,18.4411,1.4078,93.34,35,4,2.33
389,Nyurba,RU,2021-08-06 20:21:33,63.2842,118.3319,56.59,59,100,4.68
390,Petropavlovsk-Kamchatskiy,RU,2021-08-06 20:21:33,53.0452,158.6483,50.59,82,75,4.47
391,Sao Felix Do Xingu,BR,2021-08-06 20:21:34,-6.6447,-51.995,95.94,19,6,5.26
392,Wagga Wagga,AU,2021-08-06 20:21:34,-35.1167,147.3667,48.61,93,90,5.75
393,Byron Bay,AU,2021-08-06 20:18:55,-28.65,153.6167,46.71,89,5,5.28
394,Pacific Grove,US,2021-08-06 20:17:08,36.6177,-121.9166,91.62,79,40,5.01
395,Quipot,PH,2021-08-06 20:21:34,13.9317,121.3158,81.48,87,100,3.53
396,Brae,GB,2021-08-06 20:21:35,60.3964,-1.353,60.71,81,71,20.96
397,Sandwick,GB,2021-08-06 20:21:35,60.0,-1.25,60.62,82,20,18.41
398,Galesong,ID,2021-08-06 20:21:35,-5.3166,119.3661,73.42,78,97,5.48
399,Acari,PE,2021-08-06 20:21:35,-15.4311,-74.6158,74.62,55,8,8.39
400,Kargasok,RU,2021-08-06 20:21:36,59.0556,80.8572,59.14,88,3,4.99
401,Lithgow,AU,2021-08-06 20:21:36,-33.4833,150.15,35.47,98,20,4.56
402,Palmer,US,2021-08-06 20:21:36,42.1584,-72.3287,89.49,45,20,11.5
403,Kirkuk,IQ,2021-08-06 20:21:37,35.4681,44.3922,99.64,17,30,13.44
404,Half Moon Bay,US,2021-08-06 20:21:37,37.4636,-122.4286,93.58,62,1,6.91
405,Eyl,SO,2021-08-06 20:21:37,7.9803,49.8164,75.87,80,72,25.26
406,Chapleau,CA,2021-08-06 20:21:37,47.8405,-83.4034,66.29,94,90,5.75
407,Kutum,SD,2021-08-06 20:21:38,14.2,24.6667,74.01,72,98,16.37
408,Prince Rupert,CA,2021-08-06 20:21:38,54.3161,-130.3201,59.09,88,90,8.05
409,Ribas Do Rio Pardo,BR,2021-08-06 20:21:38,-20.4431,-53.7592,88.32,18,43,9.78
410,Itamarandiba,BR,2021-08-06 20:21:39,-17.8572,-42.8589,65.17,52,100,7.34
411,Lompoc,US,2021-08-06 20:20:55,34.6391,-120.4579,93.02,68,1,18.41
412,Saint-Joseph,RE,2021-08-06 20:21:39,-21.3667,55.6167,64.76,78,60,13.24
413,Martapura,ID,2021-08-06 20:21:39,-3.4167,114.85,77.09,88,75,6.91
414,Randfontein,ZA,2021-08-06 20:21:40,-26.1844,27.702,58.35,30,7,4.32
415,Saldanha,ZA,2021-08-06 20:21:40,-33.0117,17.9442,51.85,84,0,5.55
416,Santa Isabel Do Rio Negro,BR,2021-08-06 20:21:40,-0.4139,-65.0192,82.76,74,63,3.36
417,Saint-Augustin,CA,2021-08-06 20:21:41,51.226,-58.6502,71.24,67,100,16.8
418,Nsanje,MW,2021-08-06 20:21:41,-16.92,35.262,70.75,62,0,5.12
419,Eureka,US,2021-08-06 20:21:41,40.8021,-124.1637,78.21,73,54,4.0
420,Poli,TZ,2021-08-06 20:21:41,-3.3333,36.8,57.38,80,49,4.76
421,Skjervoy,NO,2021-08-06 20:21:42,70.0311,20.9714,55.87,73,100,1.43
422,Boguchany,RU,2021-08-06 20:21:42,58.3814,97.4531,58.37,79,51,3.44
423,La Reforma,MX,2021-08-06 20:21:42,25.0833,-108.05,90.09,61,82,8.75
424,Gizo,SB,2021-08-06 20:21:42,-8.103,156.8419,80.56,73,82,15.48
425,Abu Dhabi,AE,2021-08-06 20:21:43,24.4667,54.3667,95.11,84,0,6.91
426,Lakes Entrance,AU,2021-08-06 20:21:43,-37.8811,147.981,42.19,79,60,8.55
427,Carballo,ES,2021-08-06 20:21:43,43.213,-8.691,64.87,88,100,7.56
428,Noumea,NC,2021-08-06 20:19:50,-22.2763,166.4572,68.0,99,91,5.03
429,Yurga,RU,2021-08-06 20:17:03,55.7231,84.8861,57.78,97,94,5.03
430,Tambacounda,SN,2021-08-06 20:21:44,13.7539,-13.7586,79.25,79,100,10.96
431,Buala,SB,2021-08-06 20:21:44,-8.145,159.5921,77.41,79,54,7.07
432,Yamada,JP,2021-08-06 20:21:44,39.4667,141.95,73.8,88,5,6.82
433,Puerto Escondido,MX,2021-08-06 20:21:45,15.85,-97.0667,85.03,65,75,5.75
434,Pauini,BR,2021-08-06 20:21:45,-7.7136,-66.9764,98.28,21,0,1.7
435,Zaraza,VE,2021-08-06 20:21:45,9.3503,-65.3245,88.79,52,19,0.56
436,Mayumba,GA,2021-08-06 20:21:45,-3.432,10.6554,72.88,88,24,6.96
437,Souillac,MU,2021-08-06 20:21:46,-20.5167,57.5167,70.18,73,75,13.8
438,Beatrice,US,2021-08-06 20:21:46,40.2681,-96.747,96.73,46,1,12.66
439,Caceres,ES,2021-08-06 20:21:46,39.522,-6.3748,73.8,31,0,15.05
440,Kant,IN,2021-08-06 20:21:46,27.8,79.8,86.16,71,100,5.1
441,Radomsko,PL,2021-08-06 20:21:47,51.0671,19.4448,56.52,82,100,8.37
442,Inhambane,MZ,2021-08-06 20:21:47,-23.865,35.3833,67.59,77,0,8.25
443,Miramar,US,2021-08-06 20:21:48,25.9873,-80.2323,93.02,67,20,11.5
444,Joacaba,BR,2021-08-06 20:21:48,-27.1781,-51.5047,70.07,53,89,4.5
445,Umm Lajj,SA,2021-08-06 20:21:48,25.0213,37.2685,89.24,65,5,1.88
446,Corner Brook,CA,2021-08-06 20:21:48,48.9667,-57.9484,71.76,96,100,13.51
447,Carora,VE,2021-08-06 20:21:49,10.1755,-70.0827,96.35,28,21,8.79
448,Mezen,RU,2021-08-06 20:21:49,65.8522,44.24,47.21,83,32,2.19
449,Tottori,JP,2021-08-06 20:19:55,35.5,134.2333,78.19,84,9,6.42
450,Muskegon,US,2021-08-06 20:17:41,43.3,-86.1334,80.82,73,75,14.97
451,Plymouth,US,2021-08-06 20:21:50,41.8334,-70.8328,85.46,68,20,10.36
452,Kichera,RU,2021-08-06 20:21:50,55.9375,110.0997,53.82,92,78,1.01
453,Alipur,PK,2021-08-06 20:21:50,29.3846,70.9116,98.28,30,4,12.21
454,Cabedelo,BR,2021-08-06 20:21:50,-6.9811,-34.8339,79.47,76,58,18.3
455,La Sarre,CA,2021-08-06 20:21:51,48.8002,-79.1996,65.05,94,100,12.97
456,Lusambo,CD,2021-08-06 20:21:51,-4.9667,23.45,77.5,28,23,2.01
457,Sokoni,TZ,2021-08-06 20:21:51,-6.4333,39.55,75.58,77,74,14.12
458,Druzhba,UA,2021-08-06 20:21:52,52.0428,33.9453,63.3,96,100,3.74
459,Paka,MY,2021-08-06 20:21:52,4.6374,103.4368,75.13,100,36,0.0
460,Toba,JP,2021-08-06 20:21:52,34.4833,136.85,80.6,84,25,18.05
461,Maceio,BR,2021-08-06 20:20:02,-9.6658,-35.7353,74.64,83,40,6.91
462,Shache,CN,2021-08-06 20:21:53,38.4167,77.2406,77.7,32,6,8.59
463,Montilla,ES,2021-08-06 20:21:53,37.5863,-4.6381,88.81,20,0,14.58
464,Bozova,TR,2021-08-06 20:21:53,37.3625,38.5267,86.92,23,67,3.51
465,Sidi Ali,DZ,2021-08-06 20:21:53,36.0998,0.4206,79.84,43,0,0.83
466,Harnosand,SE,2021-08-06 20:21:54,62.6323,17.9379,60.01,82,6,7.36
467,Bilma,NE,2021-08-06 20:21:54,18.6853,12.9164,98.74,8,57,7.7
468,San Policarpo,PH,2021-08-06 20:21:54,12.1791,125.5072,79.25,82,91,6.8
469,Harper,LR,2021-08-06 20:21:54,4.375,-7.7169,76.51,77,16,7.49
470,Baza,ES,2021-08-06 20:21:55,37.4907,-2.7726,86.74,25,0,4.0
471,Ulcinj,ME,2021-08-06 20:21:55,41.9294,19.2244,79.02,68,0,4.29
472,Yakeshi,CN,2021-08-06 20:21:55,49.2833,120.7333,55.06,88,6,3.27
473,Ostrovnoy,RU,2021-08-06 20:21:56,68.0531,39.5131,51.51,86,24,6.55
474,Ugoofaaru,MV,2021-08-06 20:21:56,5.6667,73.0,82.71,77,100,18.52
475,Irbeyskoye,RU,2021-08-06 20:21:56,55.6428,95.4522,59.41,89,90,2.57
476,Nikolayevsk-Na-Amure,RU,2021-08-06 20:21:57,53.1406,140.73,53.74,98,100,8.66
477,Gwadar,PK,2021-08-06 20:21:57,25.1216,62.3254,80.76,85,8,4.45
478,West Odessa,US,2021-08-06 20:21:57,31.8424,-102.4988,94.41,30,40,6.91
479,Alta Floresta,BR,2021-08-06 20:21:57,-9.8756,-56.0861,94.82,23,0,6.91
480,Saurimo,AO,2021-08-06 20:21:58,-9.6608,20.3916,66.76,19,0,5.55
481,Bodden Town,KY,2021-08-06 20:21:58,19.2833,-81.25,89.98,69,40,3.0
482,Daru,PG,2021-08-06 20:21:58,-9.0763,143.2092,75.65,79,100,15.21
483,Kumertau,RU,2021-08-06 20:21:59,52.7667,55.7833,59.16,57,51,7.16
484,Anloga,GH,2021-08-06 20:21:59,5.7947,0.8973,77.34,82,60,12.19
485,Gornyak,RU,2021-08-06 20:21:59,50.9942,81.4661,59.2,70,0,1.99
486,Veraval,IN,2021-08-06 20:22:00,20.9,70.3667,81.55,83,100,13.49
487,Mecca,SA,2021-08-06 20:22:00,21.4267,39.8261,90.79,41,0,3.91
488,Farafangana,MG,2021-08-06 20:22:00,-22.8167,47.8333,66.29,79,57,2.35
489,Karachi,PK,2021-08-06 20:19:34,24.9056,67.0822,82.22,69,75,5.75
490,Turukhansk,RU,2021-08-06 20:22:00,65.8167,87.9833,62.15,63,55,8.66
491,Amahai,ID,2021-08-06 20:22:01,-3.3333,128.9167,76.15,91,100,9.33
492,Berdigestyakh,RU,2021-08-06 20:22:01,62.0989,126.6992,61.48,53,91,10.98
493,Sur,OM,2021-08-06 20:22:01,22.5667,59.5289,89.51,56,1,8.77
494,Iracoubo,GF,2021-08-06 20:22:02,5.4802,-53.2011,81.21,83,18,2.44
495,Zhezkazgan,KZ,2021-08-06 20:22:02,47.8043,67.7144,80.92,26,53,7.67
496,Tricase,IT,2021-08-06 20:22:02,39.9304,18.3553,79.32,62,0,6.82
497,Callaguip,PH,2021-08-06 20:22:03,18.0714,120.4867,81.23,87,100,27.94
498,Maxixe,MZ,2021-08-06 20:22:03,-23.8597,35.3472,66.22,80,0,7.27
499,Khatanga,RU,2021-08-06 20:22:03,71.9667,102.5,50.99,59,0,8.12
500,Cantagallo,CO,2021-08-06 20:22:03,7.376,-73.9196,93.31,45,100,3.18
501,Tessalit,ML,2021-08-06 20:22:04,20.1986,1.0114,94.96,29,74,5.32
502,Conde,BR,2021-08-06 20:22:04,-7.2597,-34.9075,78.26,69,0,13.8
503,Wewak,PG,2021-08-06 20:22:04,-3.5534,143.6268,78.04,84,100,4.63
504,Cruzeiro Do Sul,BR,2021-08-06 20:22:05,-29.5128,-51.9853,76.08,73,100,5.75
505,Santarem,BR,2021-08-06 20:22:05,-2.4431,-54.7083,86.13,74,20,4.61
506,Matadi,CD,2021-08-06 20:22:05,-5.8167,13.45,76.78,69,22,8.14
507,Talen,IN,2021-08-06 20:22:06,23.5667,76.7167,73.15,94,100,10.16
508,Semporna,MY,2021-08-06 20:22:06,4.4818,118.6112,75.4,80,90,2.86
509,Bandar-E Anzali,IR,2021-08-06 20:22:06,37.4727,49.4622,80.89,61,58,3.65
510,Waitati,NZ,2021-08-06 20:22:06,-45.75,170.5667,45.81,61,22,8.99
511,Boaco,NI,2021-08-06 20:22:07,12.4722,-85.6586,84.42,62,12,17.74
512,Havre-Saint-Pierre,CA,2021-08-06 20:22:07,50.2334,-63.5986,71.96,73,1,10.36
513,Kindu,CD,2021-08-06 20:22:07,-2.95,25.95,81.01,47,99,2.06
514,Petrolina,BR,2021-08-06 20:21:37,-9.3986,-40.5008,84.25,45,40,12.66
515,Waipawa,NZ,2021-08-06 20:22:08,-41.4122,175.5153,51.03,90,63,5.08
516,Mastic Beach,US,2021-08-06 20:19:08,40.7668,-72.8521,89.2,69,1,1.01
517,Kloulklubed,PW,2021-08-06 20:22:08,7.0419,134.2556,80.62,78,99,3.53
518,Torzhok,RU,2021-08-06 20:22:08,57.0436,34.9622,61.57,99,100,7.7
519,Kattivakkam,IN,2021-08-06 20:22:08,13.2167,80.3167,84.29,70,99,14.88
520,Edd,ER,2021-08-06 20:22:09,13.9297,41.6925,90.05,68,77,10.4
521,Las Vegas,US,2021-08-06 20:21:30,36.175,-115.1372,106.95,4,1,16.11
522,Thale,DE,2021-08-06 20:22:09,51.75,11.05,62.74,86,7,7.7
523,Airai,TL,2021-08-06 20:22:09,-8.9266,125.4092,53.19,81,28,3.94
524,Ulaanbaatar,MN,2021-08-06 20:18:26,47.9077,106.8832,53.73,82,40,6.71
525,Raudeberg,NO,2021-08-06 20:22:10,61.9875,5.1352,67.6,83,83,12.97
526,Aberdeen,GB,2021-08-06 20:17:22,57.1437,-2.0981,60.55,98,90,9.22
527,Novobelokatay,RU,2021-08-06 20:20:13,55.7062,58.9549,49.93,87,0,2.75
528,Tonj,SS,2021-08-06 20:22:10,7.2737,28.6822,72.16,91,100,2.48
529,Soe,ID,2021-08-06 20:22:10,-9.8607,124.284,60.04,86,15,5.48
530,Gunnedah,AU,2021-08-06 20:22:11,-30.9833,150.25,31.73,94,0,1.3
531,Mormugao,IN,2021-08-06 20:22:11,15.4,73.8,78.67,84,91,13.98
532,Cootamundra,AU,2021-08-06 20:22:11,-34.65,148.0333,45.95,64,100,9.66
533,Aasiaat,GL,2021-08-06 20:22:12,68.7098,-52.8699,39.02,93,100,7.85
534,Bull Savanna,JM,2021-08-06 20:22:12,17.8868,-77.5902,85.06,61,33,18.48
535,Dekar,BW,2021-08-06 20:22:12,-21.5333,21.9333,63.21,26,0,6.49
536,Ambon,ID,2021-08-06 20:22:12,-3.6954,128.1814,77.29,87,97,17.05
537,Riyadh,SA,2021-08-06 20:18:44,24.6877,46.7219,95.14,11,2,8.28
538,Tromso,NO,2021-08-06 20:20:48,69.6496,18.957,59.02,63,0,3.44
539,Clyde River,CA,2021-08-06 20:22:13,70.4692,-68.5914,39.43,93,75,9.22
540,Heihe,CN,2021-08-06 20:22:13,50.2441,127.4902,63.18,90,62,2.48
541,Magna,US,2021-08-06 20:22:13,40.7091,-112.1016,85.68,23,40,5.01
542,Coahuayana,MX,2021-08-06 20:22:14,18.7333,-103.6833,87.28,79,94,5.37
543,Raga,SS,2021-08-06 20:22:14,8.4596,25.678,68.85,94,100,2.51
544,The Valley,AI,2021-08-06 20:22:14,18.217,-63.0578,87.66,62,20,11.5
545,Inongo,CD,2021-08-06 20:22:15,-1.95,18.2667,74.28,67,13,6.93
546,Dobele,LV,2021-08-06 20:22:15,56.625,23.2786,60.35,94,100,12.66
547,Bad Tolz,DE,2021-08-06 20:22:15,47.7611,11.5589,61.5,91,64,3.56
548,Almaznyy,RU,2021-08-06 20:22:15,48.0448,40.045,84.34,29,66,14.76
549,Liku,ID,2021-08-06 20:22:16,-0.7275,119.8922,76.68,90,100,3.71
550,Bose,IT,2021-08-06 20:22:16,45.4612,8.0137,71.17,69,6,5.59
551,Pasca,CO,2021-08-06 20:22:16,4.3072,-74.3006,71.67,71,52,0.85
552,Karmala,IN,2021-08-06 20:22:17,18.4167,75.2,75.06,82,14,10.27
553,Nuevo Ideal,MX,2021-08-06 20:22:17,24.8875,-105.0728,70.2,63,98,4.68
554,San Cristobal,VE,2021-08-06 20:22:17,7.7669,-72.225,87.98,60,23,7.43
555,Ankara,TR,2021-08-06 20:22:17,39.9199,32.8543,83.44,24,0,2.3
556,Sa Kaeo,TH,2021-08-06 20:22:18,13.75,102.3333,75.87,94,100,7.56
557,Petatlan,MX,2021-08-06 20:22:18,17.5167,-101.2667,89.4,64,100,5.46
558,Longonjo,AO,2021-08-06 20:22:18,-12.9067,15.2533,66.54,19,0,3.11
559,Itabirito,BR,2021-08-06 20:22:19,-20.2533,-43.8014,68.97,50,83,8.37
560,Hellvik,NO,2021-08-06 20:22:19,59.9156,5.781,68.56,55,22,13.6
561,Livingston,GB,2021-08-06 20:22:19,55.9029,-3.5226,59.85,93,40,2.3
562,Sinnamary,GF,2021-08-06 20:22:19,5.3833,-52.95,81.23,84,26,1.81
